created_at,entry_id,temperature,humidity
2017-08-04 15:12:46 UTC,53,28.00,"56.00

"
2017-08-04 15:27:20 UTC,54,28.00,"56.00

"
2017-08-04 15:41:57 UTC,55,28.00,"56.00

"
2017-08-04 15:56:29 UTC,56,25.00,"52.00

"
2017-08-04 16:11:00 UTC,57,24.00,"43.00

"
2017-08-04 16:25:35 UTC,58,23.00,"47.00

"
2017-08-04 16:40:14 UTC,59,24.00,"53.00

"
2017-08-04 16:54:51 UTC,60,24.00,"52.00

"
2017-08-04 17:09:25 UTC,61,24.00,"53.00

"
2017-08-04 17:24:02 UTC,62,23.00,"53.00

"
2017-08-04 17:38:39 UTC,63,23.00,"53.00

"
2017-08-04 17:53:15 UTC,64,23.00,"47.00

"
2017-08-04 18:07:52 UTC,65,23.00,"46.00

"
2017-08-04 18:22:27 UTC,66,23.00,"45.00

"
2017-08-04 18:37:03 UTC,67,23.00,"46.00

"
2017-08-04 18:51:40 UTC,68,23.00,"47.00

"
2017-08-04 19:06:16 UTC,69,23.00,"46.00

"
2017-08-04 19:20:54 UTC,70,23.00,"48.00

"
2017-08-04 19:35:32 UTC,71,23.00,"46.00

"
2017-08-04 19:50:08 UTC,72,23.00,"44.00

"
2017-08-04 20:04:45 UTC,73,23.00,"44.00

"
2017-08-04 20:19:21 UTC,74,22.00,"44.00

"
2017-08-04 20:33:59 UTC,75,23.00,"45.00

"
2017-08-04 20:48:35 UTC,76,22.00,"46.00

"
2017-08-04 21:03:11 UTC,77,22.00,"45.00

"
2017-08-04 21:17:47 UTC,78,22.00,"44.00

"
2017-08-04 21:32:24 UTC,79,22.00,"44.00

"
2017-08-04 21:47:01 UTC,80,22.00,"43.00

"
2017-08-04 22:01:40 UTC,81,22.00,"44.00

"
2017-08-04 22:16:14 UTC,82,22.00,"45.00

"
2017-08-04 22:30:52 UTC,83,23.00,"45.00

"
2017-08-04 22:45:31 UTC,84,22.00,"44.00

"
2017-08-04 23:00:05 UTC,85,23.00,"43.00

"
2017-08-04 23:14:42 UTC,86,22.00,"43.00

"
2017-08-04 23:29:17 UTC,87,22.00,"44.00

"
2017-08-04 23:43:56 UTC,88,22.00,"43.00

"
2017-08-04 23:58:31 UTC,89,22.00,"43.00

"
2017-08-05 00:13:08 UTC,90,22.00,"43.00

"
2017-08-05 00:27:44 UTC,91,22.00,"43.00

"
2017-08-05 00:42:23 UTC,92,22.00,"43.00

"
2017-08-05 00:56:57 UTC,93,21.00,"42.00

"
2017-08-05 01:11:35 UTC,94,22.00,"43.00

"
2017-08-05 01:26:11 UTC,95,21.00,"43.00

"
2017-08-05 01:40:47 UTC,96,21.00,"42.00

"
2017-08-05 01:55:24 UTC,97,21.00,"42.00

"
2017-08-05 02:10:01 UTC,98,21.00,"42.00

"
2017-08-05 02:24:37 UTC,99,21.00,"42.00

"
2017-08-05 02:39:15 UTC,100,21.00,"42.00

"
2017-08-05 02:53:50 UTC,101,21.00,"42.00

"
2017-08-05 03:08:27 UTC,102,21.00,"42.00

"
2017-08-05 03:23:03 UTC,103,21.00,"41.00

"
2017-08-05 03:37:40 UTC,104,21.00,"42.00

"
2017-08-05 03:52:16 UTC,105,21.00,"41.00

"
2017-08-05 04:06:53 UTC,106,21.00,"40.00

"
2017-08-05 04:21:29 UTC,107,21.00,"41.00

"
2017-08-05 04:36:06 UTC,108,21.00,"40.00

"
2017-08-05 04:50:45 UTC,109,21.00,"41.00

"
2017-08-05 05:05:20 UTC,110,21.00,"41.00

"
2017-08-05 05:19:56 UTC,111,20.00,"42.00

"
2017-08-05 05:34:32 UTC,112,20.00,"41.00

"
2017-08-05 05:49:09 UTC,113,20.00,"40.00

"
2017-08-05 06:03:45 UTC,114,20.00,"39.00

"
2017-08-05 06:18:23 UTC,115,20.00,"37.00

"
2017-08-05 06:33:00 UTC,116,20.00,"36.00

"
2017-08-05 06:47:36 UTC,117,20.00,"41.00

"
2017-08-05 07:02:14 UTC,118,21.00,"38.00

"
2017-08-05 07:16:53 UTC,119,21.00,"44.00

"
2017-08-05 07:31:27 UTC,120,21.00,"42.00

"
2017-08-05 07:46:04 UTC,121,21.00,"43.00

"
2017-08-05 08:00:41 UTC,122,21.00,"43.00

"
2017-08-05 08:15:15 UTC,123,21.00,"42.00

"
2017-08-05 08:29:54 UTC,124,21.00,"42.00

"
2017-08-05 08:44:29 UTC,125,21.00,"43.00

"
2017-08-05 08:59:06 UTC,126,21.00,"42.00

"
2017-08-05 09:13:52 UTC,127,24.00,"57.00

"
2017-08-05 09:28:28 UTC,128,25.00,"57.00

"
2017-08-05 09:43:07 UTC,129,25.00,"57.00

"
2017-08-05 09:47:51 UTC,130,29.00,"77.00

"
2017-08-05 10:02:09 UTC,131,26.00,"58.00

"
2017-08-05 10:16:45 UTC,132,25.00,"57.00

"
2017-08-05 10:31:23 UTC,133,25.00,"58.00

"
2017-08-05 10:45:59 UTC,134,26.00,"57.00

"
2017-08-05 11:00:37 UTC,135,26.00,"57.00

"
2017-08-05 11:26:16 UTC,136,27.00,"60.00

"
2017-08-05 11:40:57 UTC,137,27.00,"57.00

"
2017-08-05 11:55:35 UTC,138,27.00,"56.00

"
2017-08-05 12:10:15 UTC,139,27.00,"56.00

"
2017-08-05 12:24:50 UTC,140,27.00,"56.00

"
2017-08-05 12:39:29 UTC,141,27.00,"56.00

"
2017-08-05 12:54:06 UTC,142,28.00,"55.00

"
2017-08-05 13:08:43 UTC,143,28.00,"55.00

"
2017-08-05 13:23:20 UTC,144,28.00,"57.00

"
2017-08-05 13:37:59 UTC,145,28.00,"56.00

"
2017-08-05 13:52:35 UTC,146,28.00,"56.00

"
2017-08-05 14:06:11 UTC,147,28.00,"57.00

"
2017-08-05 14:14:04 UTC,148,28.00,"59.00

"
2017-08-05 14:28:35 UTC,149,27.00,"59.00

"
2017-08-05 14:43:14 UTC,150,28.00,"57.00

"
2017-08-05 14:57:58 UTC,151,28.00,"56.00

"
2017-08-05 15:12:31 UTC,152,28.00,"56.00

"
2017-08-05 15:27:09 UTC,153,28.00,"56.00

"
2017-08-05 15:41:45 UTC,154,28.00,"56.00

"
2017-08-05 15:56:25 UTC,155,28.00,"57.00

"
2017-08-05 16:10:54 UTC,156,25.00,"51.00

"
2017-08-05 16:25:29 UTC,157,24.00,"56.00

"
2017-08-05 16:31:19 UTC,158,25.00,"65.00

"
2017-08-05 16:45:48 UTC,159,25.00,"52.00

"
2017-08-05 17:00:31 UTC,160,24.00,"53.00

"
2017-08-05 17:15:02 UTC,161,24.00,"51.00

"
2017-08-05 17:29:39 UTC,162,23.00,"47.00

"
2017-08-05 17:44:18 UTC,163,23.00,"49.00

"
2017-08-05 17:58:53 UTC,164,23.00,"50.00

"
2017-08-05 18:13:31 UTC,165,23.00,"54.00

"
2017-08-05 18:28:07 UTC,166,23.00,"52.00

"
2017-08-05 18:42:43 UTC,167,23.00,"47.00

"
2017-08-05 18:57:23 UTC,168,23.00,"46.00

"
2017-08-05 19:11:59 UTC,169,23.00,"45.00

"
2017-08-05 19:26:34 UTC,170,23.00,"45.00

"
2017-08-05 19:41:11 UTC,171,22.00,"46.00

"
2017-08-05 19:55:51 UTC,172,23.00,"44.00

"
2017-08-05 20:10:28 UTC,173,23.00,"44.00

"
2017-08-05 20:25:03 UTC,174,23.00,"44.00

"
2017-08-05 20:39:40 UTC,175,23.00,"46.00

"
2017-08-05 20:54:17 UTC,176,23.00,"45.00

"
2017-08-05 21:08:54 UTC,177,23.00,"44.00

"
2017-08-05 21:23:31 UTC,178,22.00,"45.00

"
2017-08-05 21:38:07 UTC,179,22.00,"44.00

"
2017-08-05 21:52:46 UTC,180,23.00,"44.00

"
2017-08-05 22:07:25 UTC,181,22.00,"44.00

"
2017-08-05 22:21:58 UTC,182,22.00,"45.00

"
2017-08-05 22:36:36 UTC,183,22.00,"43.00

"
2017-08-05 22:51:11 UTC,184,23.00,"44.00

"
2017-08-05 23:05:51 UTC,185,23.00,"43.00

"
2017-08-05 23:20:26 UTC,186,22.00,"44.00

"
2017-08-05 23:35:02 UTC,187,22.00,"43.00

"
2017-08-05 23:49:39 UTC,188,22.00,"43.00

"
2017-08-06 00:04:19 UTC,189,22.00,"44.00

"
2017-08-06 00:18:54 UTC,190,22.00,"43.00

"
2017-08-06 00:33:30 UTC,191,22.00,"43.00

"
2017-08-06 00:48:09 UTC,192,21.00,"43.00

"
2017-08-06 01:02:43 UTC,193,22.00,"43.00

"
2017-08-06 01:17:22 UTC,194,22.00,"43.00

"
2017-08-06 01:31:56 UTC,195,22.00,"43.00

"
2017-08-06 01:46:34 UTC,196,22.00,"43.00

"
2017-08-06 02:01:11 UTC,197,21.00,"43.00

"
2017-08-06 02:15:48 UTC,198,21.00,"41.00

"
2017-08-06 02:30:24 UTC,199,21.00,"42.00

"
2017-08-06 02:45:01 UTC,200,21.00,"42.00

"
2017-08-06 02:59:37 UTC,201,21.00,"42.00

"
2017-08-06 03:14:15 UTC,202,21.00,"43.00

"
2017-08-06 03:28:52 UTC,203,21.00,"42.00

"
2017-08-06 03:43:28 UTC,204,21.00,"42.00

"
2017-08-06 03:58:07 UTC,205,20.00,"43.00

"
2017-08-06 04:12:42 UTC,206,21.00,"42.00

"
2017-08-06 04:27:19 UTC,207,21.00,"40.00

"
2017-08-06 04:41:58 UTC,208,20.00,"43.00

"
2017-08-06 04:56:34 UTC,209,20.00,"43.00

"
2017-08-06 05:11:11 UTC,210,21.00,"47.00

"
2017-08-06 05:25:51 UTC,211,21.00,"44.00

"
2017-08-06 05:40:24 UTC,212,21.00,"43.00

"
2017-08-06 05:55:02 UTC,213,21.00,"47.00

"
2017-08-06 06:09:41 UTC,214,21.00,"45.00

"
2017-08-06 06:24:19 UTC,215,21.00,"42.00

"
2017-08-06 06:38:54 UTC,216,21.00,"39.00

"
2017-08-06 06:53:32 UTC,217,20.00,"40.00

"
2017-08-06 07:08:08 UTC,218,20.00,"41.00

"
2017-08-06 07:22:45 UTC,219,20.00,"40.00

"
2017-08-06 07:37:23 UTC,220,20.00,"41.00

"
2017-08-06 07:52:04 UTC,221,21.00,"42.00

"
2017-08-06 08:06:39 UTC,222,21.00,"41.00

"
2017-08-06 08:21:15 UTC,223,21.00,"41.00

"
2017-08-06 08:35:54 UTC,224,21.00,"39.00

"
2017-08-06 08:50:29 UTC,225,21.00,"38.00

"
2017-08-06 09:05:07 UTC,226,20.00,"42.00

"
2017-08-06 09:19:44 UTC,227,23.00,"42.00

"
2017-08-06 09:34:27 UTC,228,24.00,"44.00

"
2017-08-06 09:49:07 UTC,229,25.00,"50.00

"
2017-08-06 10:03:47 UTC,230,26.00,"52.00

"
2017-08-06 10:18:23 UTC,231,26.00,"51.00

"
2017-08-06 10:33:01 UTC,232,26.00,"50.00

"
2017-08-06 10:47:42 UTC,233,27.00,"49.00

"
2017-08-06 11:02:19 UTC,234,28.00,"49.00

"
2017-08-06 11:17:03 UTC,235,28.00,"53.00

"
2017-08-06 11:31:34 UTC,236,26.00,"52.00

"
2017-08-06 11:46:08 UTC,237,25.00,"57.00

"
2017-08-06 12:00:43 UTC,238,25.00,"57.00

"
2017-08-06 12:15:22 UTC,239,25.00,"57.00

"
2017-08-06 12:30:00 UTC,240,25.00,"57.00

"
2017-08-06 12:44:35 UTC,241,25.00,"54.00

"
2017-08-06 12:59:11 UTC,242,25.00,"52.00

"
2017-08-06 13:13:49 UTC,243,25.00,"51.00

"
2017-08-06 13:28:25 UTC,244,24.00,"51.00

"
2017-08-06 13:43:02 UTC,245,24.00,"47.00

"
2017-08-06 13:57:39 UTC,246,24.00,"53.00

"
2017-08-06 14:12:14 UTC,247,23.00,"53.00

"
2017-08-06 14:26:51 UTC,248,23.00,"52.00

"
2017-08-06 14:41:27 UTC,249,23.00,"51.00

"
2017-08-06 14:56:05 UTC,250,23.00,"51.00

"
2017-08-06 15:10:42 UTC,251,24.00,"56.00

"
2017-08-06 15:25:30 UTC,252,27.00,"56.00

"
2017-08-06 15:40:08 UTC,253,27.00,"56.00

"
2017-08-06 15:54:46 UTC,254,27.00,"56.00

"
2017-08-06 16:09:24 UTC,255,27.00,"57.00

"
2017-08-06 16:24:01 UTC,256,27.00,"57.00

"
2017-08-06 16:38:40 UTC,257,27.00,"57.00

"
2017-08-06 16:53:17 UTC,258,27.00,"57.00

"
2017-08-06 17:07:55 UTC,259,27.00,"57.00

"
2017-08-06 17:22:32 UTC,260,28.00,"57.00

"
2017-08-06 17:37:10 UTC,261,28.00,"57.00

"
2017-08-06 17:51:48 UTC,262,28.00,"57.00

"
2017-08-06 18:06:25 UTC,263,26.00,"58.00

"
2017-08-06 18:20:56 UTC,264,25.00,"57.00

"
2017-08-06 18:35:31 UTC,265,24.00,"58.00

"
2017-08-06 18:50:08 UTC,266,24.00,"57.00

"
2017-08-06 19:04:44 UTC,267,24.00,"56.00

"
2017-08-06 19:19:23 UTC,268,23.00,"55.00

"
2017-08-06 19:33:59 UTC,269,23.00,"57.00

"
2017-08-06 19:48:37 UTC,270,23.00,"58.00

"
2017-08-06 20:03:15 UTC,271,24.00,"57.00

"
2017-08-06 20:17:52 UTC,272,24.00,"55.00

"
2017-08-06 20:32:38 UTC,273,23.00,"54.00

"
2017-08-06 20:47:08 UTC,274,23.00,"52.00

"
2017-08-06 21:01:45 UTC,275,23.00,"52.00

"
2017-08-06 21:16:22 UTC,276,23.00,"51.00

"
2017-08-06 21:30:59 UTC,277,23.00,"51.00

"
2017-08-06 21:45:36 UTC,278,23.00,"48.00

"
2017-08-06 22:00:12 UTC,279,23.00,"46.00

"
2017-08-06 22:14:50 UTC,280,23.00,"46.00

"
2017-08-06 22:29:26 UTC,281,23.00,"45.00

"
2017-08-06 22:44:03 UTC,282,23.00,"45.00

"
2017-08-06 22:58:38 UTC,283,23.00,"45.00

"
2017-08-06 23:13:16 UTC,284,23.00,"49.00

"
2017-08-06 23:27:52 UTC,285,23.00,"46.00

"
2017-08-06 23:42:33 UTC,286,23.00,"45.00

"
2017-08-06 23:57:06 UTC,287,23.00,"44.00

"
2017-08-07 00:11:48 UTC,288,22.00,"45.00

"
2017-08-07 00:26:22 UTC,289,22.00,"45.00

"
2017-08-07 00:41:03 UTC,290,22.00,"45.00

"
2017-08-07 00:55:36 UTC,291,23.00,"44.00

"
2017-08-07 01:10:14 UTC,292,22.00,"45.00

"
2017-08-07 01:24:50 UTC,293,22.00,"44.00

"
2017-08-07 01:39:27 UTC,294,22.00,"43.00

"
2017-08-07 01:54:03 UTC,295,22.00,"43.00

"
2017-08-07 02:08:41 UTC,296,22.00,"44.00

"
2017-08-07 02:23:17 UTC,297,22.00,"46.00

"
2017-08-07 02:37:55 UTC,298,22.00,"47.00

"
2017-08-07 02:52:32 UTC,299,23.00,"51.00

"
2017-08-07 03:07:09 UTC,300,22.00,"48.00

"
2017-08-07 03:21:45 UTC,301,22.00,"48.00

"
2017-08-07 03:36:28 UTC,302,22.00,"52.00

"
2017-08-07 03:51:01 UTC,303,22.00,"48.00

"
2017-08-07 04:05:41 UTC,304,22.00,"47.00

"
2017-08-07 04:20:13 UTC,305,21.00,"47.00

"
2017-08-07 04:34:51 UTC,306,22.00,"46.00

"
2017-08-07 04:49:28 UTC,307,21.00,"47.00

"
2017-08-07 05:04:10 UTC,308,24.00,"62.00

"
2017-08-07 05:18:50 UTC,309,25.00,"61.00

"
2017-08-07 05:33:29 UTC,310,25.00,"61.00

"
2017-08-07 05:48:06 UTC,311,25.00,"60.00

"
2017-08-07 06:02:44 UTC,312,25.00,"61.00

"
2017-08-07 06:17:22 UTC,313,26.00,"60.00

"
2017-08-07 06:32:01 UTC,314,26.00,"60.00

"
2017-08-07 06:46:39 UTC,315,26.00,"60.00

"
2017-08-07 07:01:19 UTC,316,26.00,"61.00

"
2017-08-07 07:16:00 UTC,317,27.00,"60.00

"
2017-08-07 07:30:35 UTC,318,27.00,"61.00

"
2017-08-07 07:45:11 UTC,319,27.00,"60.00

"
2017-08-07 07:59:48 UTC,320,27.00,"60.00

"
2017-08-07 08:14:25 UTC,321,27.00,"59.00

"
2017-08-07 08:29:03 UTC,322,27.00,"59.00

"
2017-08-07 08:43:41 UTC,323,27.00,"59.00

"
2017-08-07 08:58:19 UTC,324,27.00,"59.00

"
2017-08-07 09:12:57 UTC,325,28.00,"59.00

"
2017-08-07 09:27:34 UTC,326,27.00,"59.00

"
2017-08-07 09:42:12 UTC,327,28.00,"59.00

"
2017-08-07 09:56:49 UTC,328,27.00,"59.00

"
2017-08-07 10:11:28 UTC,329,27.00,"59.00

"
2017-08-07 10:26:04 UTC,330,28.00,"59.00

"
2017-08-07 10:40:42 UTC,331,27.00,"59.00

"
2017-08-07 10:55:22 UTC,332,28.00,"59.00

"
2017-08-07 11:09:58 UTC,333,28.00,"59.00

"
2017-08-07 11:24:35 UTC,334,28.00,"59.00

"
2017-08-07 11:39:12 UTC,335,27.00,"57.00

"
2017-08-07 11:53:43 UTC,336,25.00,"58.00

"
2017-08-07 12:08:18 UTC,337,24.00,"57.00

"
2017-08-07 12:22:54 UTC,338,24.00,"52.00

"
2017-08-07 12:37:31 UTC,339,23.00,"47.00

"
2017-08-07 12:52:06 UTC,340,23.00,"46.00

"
2017-08-07 13:06:42 UTC,341,23.00,"45.00

"
2017-08-07 13:21:19 UTC,342,23.00,"44.00

"
2017-08-07 13:35:56 UTC,343,23.00,"43.00

"
2017-08-07 13:50:33 UTC,344,23.00,"43.00

"
2017-08-07 14:05:10 UTC,345,23.00,"41.00

"
2017-08-07 14:19:46 UTC,346,23.00,"42.00

"
2017-08-07 14:34:24 UTC,347,22.00,"43.00

"
2017-08-07 14:49:01 UTC,348,23.00,"42.00

"
2017-08-07 15:03:37 UTC,349,22.00,"43.00

"
2017-08-07 15:18:32 UTC,350,25.00,"41.00

"
2017-08-07 15:33:04 UTC,351,25.00,"42.00

"
2017-08-07 15:47:43 UTC,352,26.00,"43.00

"
2017-08-07 16:02:13 UTC,353,23.00,"44.00

"
2017-08-07 16:16:46 UTC,354,23.00,"41.00

"
2017-08-07 16:31:21 UTC,355,22.00,"42.00

"
2017-08-07 16:45:59 UTC,356,22.00,"41.00

"
2017-08-07 17:00:35 UTC,357,22.00,"41.00

"
2017-08-07 17:15:11 UTC,358,21.00,"38.00

"
2017-08-07 17:29:48 UTC,359,21.00,"39.00

"
2017-08-07 17:44:23 UTC,360,21.00,"38.00

"
2017-08-07 17:59:03 UTC,361,21.00,"37.00

"
2017-08-07 18:13:36 UTC,362,21.00,"38.00

"
2017-08-07 18:28:13 UTC,363,21.00,"33.00

"
2017-08-07 18:42:51 UTC,364,21.00,"38.00

"
2017-08-07 18:57:27 UTC,365,21.00,"32.00

"
2017-08-07 19:12:04 UTC,366,21.00,"32.00

"
2017-08-07 19:26:41 UTC,367,21.00,"32.00

"
2017-08-07 19:41:22 UTC,368,21.00,"43.00

"
2017-08-07 19:55:56 UTC,369,21.00,"41.00

"
2017-08-07 20:10:33 UTC,370,21.00,"34.00

"
2017-08-07 20:25:11 UTC,371,21.00,"43.00

"
2017-08-07 20:39:46 UTC,372,21.00,"38.00

"
2017-08-07 20:54:23 UTC,373,22.00,"46.00

"
2017-08-07 21:09:00 UTC,374,20.00,"42.00

"
2017-08-07 21:23:36 UTC,375,21.00,"42.00

"
2017-08-07 21:38:11 UTC,376,21.00,"49.00

"
2017-08-07 21:52:51 UTC,377,21.00,"43.00

"
2017-08-07 22:07:25 UTC,378,21.00,"42.00

"
2017-08-07 22:22:04 UTC,379,22.00,"46.00

"
2017-08-07 22:36:36 UTC,380,21.00,"43.00

"
2017-08-07 22:51:17 UTC,381,22.00,"47.00

"
2017-08-07 23:05:49 UTC,382,21.00,"43.00

"
2017-08-07 23:20:31 UTC,383,21.00,"45.00

"
2017-08-07 23:35:04 UTC,384,21.00,"43.00

"
2017-08-07 23:49:44 UTC,385,21.00,"45.00

"
2017-08-08 00:04:22 UTC,386,22.00,"47.00

"
2017-08-08 00:18:55 UTC,387,21.00,"43.00

"
2017-08-08 00:33:35 UTC,388,21.00,"45.00

"
2017-08-08 00:48:12 UTC,389,22.00,"47.00

"
2017-08-08 01:02:47 UTC,390,21.00,"52.00

"
2017-08-08 01:17:24 UTC,391,21.00,"45.00

"
2017-08-08 01:32:02 UTC,392,21.00,"46.00

"
2017-08-08 01:46:39 UTC,393,22.00,"52.00

"
2017-08-08 02:01:14 UTC,394,21.00,"50.00

"
2017-08-08 02:15:53 UTC,395,21.00,"45.00

"
2017-08-08 02:30:33 UTC,396,21.00,"46.00

"
2017-08-08 02:45:12 UTC,397,21.00,"47.00

"
2017-08-08 02:59:48 UTC,398,22.00,"49.00

"
2017-08-08 03:14:24 UTC,399,21.00,"54.00

"
2017-08-08 03:28:58 UTC,400,21.00,"58.00

"
2017-08-08 03:43:33 UTC,401,21.00,"56.00

"
2017-08-08 03:58:08 UTC,402,21.00,"52.00

"
2017-08-08 04:12:47 UTC,403,21.00,"46.00

"
2017-08-08 04:27:27 UTC,404,21.00,"47.00

"
2017-08-08 04:42:07 UTC,405,21.00,"47.00

"
2017-08-08 04:56:45 UTC,406,21.00,"47.00

"
2017-08-08 05:11:22 UTC,407,21.00,"47.00

"
2017-08-08 05:26:00 UTC,408,21.00,"48.00

"
2017-08-08 05:40:37 UTC,409,22.00,"52.00

"
2017-08-08 05:55:12 UTC,410,21.00,"53.00

"
2017-08-08 06:09:46 UTC,411,21.00,"57.00

"
2017-08-08 06:24:20 UTC,412,21.00,"58.00

"
2017-08-08 06:38:59 UTC,413,23.00,"48.00

"
2017-08-08 06:53:39 UTC,414,24.00,"50.00

"
2017-08-08 07:08:20 UTC,415,25.00,"50.00

"
2017-08-08 07:22:57 UTC,416,25.00,"52.00

"
2017-08-08 07:37:34 UTC,417,25.00,"51.00

"
2017-08-08 07:52:12 UTC,418,25.00,"51.00

"
2017-08-08 08:06:50 UTC,419,25.00,"51.00

"
2017-08-08 08:21:30 UTC,420,25.00,"50.00

"
2017-08-08 08:36:06 UTC,421,26.00,"51.00

"
2017-08-08 08:50:44 UTC,422,26.00,"51.00

"
2017-08-08 09:05:22 UTC,423,26.00,"51.00

"
2017-08-08 09:20:06 UTC,424,26.00,"51.00

"
2017-08-08 09:34:38 UTC,425,26.00,"51.00

"
2017-08-08 09:49:15 UTC,426,26.00,"52.00

"
2017-08-08 10:03:53 UTC,427,26.00,"53.00

"
2017-08-08 10:18:31 UTC,428,26.00,"52.00

"
2017-08-08 10:33:08 UTC,429,26.00,"52.00

"
2017-08-08 10:47:46 UTC,430,26.00,"52.00

"
2017-08-08 11:02:25 UTC,431,27.00,"51.00

"
2017-08-08 11:17:02 UTC,432,27.00,"51.00

"
2017-08-08 11:31:40 UTC,433,27.00,"52.00

"
2017-08-08 11:46:17 UTC,434,27.00,"55.00

"
2017-08-08 12:00:55 UTC,435,27.00,"55.00

"
2017-08-08 12:15:33 UTC,436,27.00,"56.00

"
2017-08-08 12:30:11 UTC,437,27.00,"56.00

"
2017-08-08 12:44:48 UTC,438,27.00,"56.00

"
2017-08-08 12:59:36 UTC,439,28.00,"56.00

"
2017-08-08 13:14:01 UTC,440,25.00,"57.00

"
2017-08-08 13:28:36 UTC,441,25.00,"49.00

"
2017-08-08 13:43:11 UTC,442,24.00,"46.00

"
2017-08-08 13:57:47 UTC,443,24.00,"44.00

"
2017-08-08 14:12:22 UTC,444,23.00,"43.00

"
2017-08-08 14:26:57 UTC,445,23.00,"42.00

"
2017-08-08 14:41:34 UTC,446,23.00,"41.00

"
2017-08-08 14:56:12 UTC,447,22.00,"42.00

"
2017-08-08 15:10:47 UTC,448,22.00,"42.00

"
2017-08-08 15:25:23 UTC,449,22.00,"41.00

"
2017-08-08 15:40:01 UTC,450,22.00,"41.00

"
2017-08-08 15:54:38 UTC,451,21.00,"40.00

"
2017-08-08 16:09:14 UTC,452,21.00,"41.00

"
2017-08-08 16:23:51 UTC,453,23.00,"43.00

"
2017-08-08 16:38:35 UTC,454,25.00,"43.00

"
2017-08-08 16:53:13 UTC,455,25.00,"43.00

"
2017-08-08 17:07:50 UTC,456,25.00,"44.00

"
2017-08-08 17:22:22 UTC,457,23.00,"43.00

"
2017-08-08 17:36:58 UTC,458,22.00,"43.00

"
2017-08-08 17:51:35 UTC,459,22.00,"42.00

"
2017-08-08 18:06:10 UTC,460,22.00,"41.00

"
2017-08-08 18:20:47 UTC,461,21.00,"41.00

"
2017-08-08 18:35:25 UTC,462,21.00,"41.00

"
2017-08-08 18:50:01 UTC,463,21.00,"41.00

"
2017-08-08 19:04:38 UTC,464,21.00,"41.00

"
2017-08-08 19:19:13 UTC,465,21.00,"41.00

"
